boletin,project_id,fecha_ingreso,origen_iniciativa,boletin_suffix,titulo,document_type,text_quality,cleaned_chars,text_excerpt,topic_primary,topic_secondary,coder,review_status,notes
18508-04,19193,2026-07-21,parlamentario,04,Crea una acción de tutela del derecho preferente de los padres a educar a sus hijos,ingreso_proyecto,rica,11994,"Antecedentes El artículo 19, N° 10, inciso tercero, de la Constitución Política de la República reconoce que los padres tienen el derecho preferente y el deber de educar a sus hijos, y ordena al Estado otorgar a este derecho una especial protección.1 Se trata de una de las garantías res pecto de las cuales el constituyente no se limitó a su reconocimiento, sino que impuso al Estado un deber calificado y activo de resguardo . La preferencia que la norma consagra expresa una determinada concepción del orden social: la familia, y no el Estado , es la comunidad primera y principal en la formación de los hijos, y al poder público corresponde apoyar y proteger esa función, no desplazarla. Este derecho preferente no es un enunciado abstracto. Se proyecta en decisiones concretas y cotidianas: la ele cción del proyecto educativo y del establecimiento, el conocimiento y la participación en los contenidos formativos que reciben los hijos —de modo especial en materias de particular sensibilidad moral o valórica —, y la posibilidad de oponerse a actuaciones de la autoridad o de terceros que pretendan formar a los hijos al margen, o en contra, de las convicciones de sus padres. El deber estatal de especial protección supone, por su propia naturaleza, la existencia de medios idóneos para hacerlo efectivo cuando ese derecho es desconocido.2 La legislación vigente reconoce y reitera este derecho preferente en diversos cuerpos normativos, en particular en la Ley General de Educación, y articula a su alrededor un conjunto de facultades de los padres y apoderados en la vida escolar. 3 Sin embargo, ese reconocimiento sustantivo no se encuentra acompañado de un mecanismo jurisdiccional rápido y eficaz que permita a los padres reaccionar oportunamente cuando el derecho es privado, perturbado o amenazado. El ordenamiento ofrece, en el mejor de los casos, las vías declarativas ordinarias, cuya extensión en el tiempo las torna inservibles frente a afectaciones que, por su naturaleza, exigen una respuesta inmediata: cuando la formación de un menor se ve comprometida, la tutel a que llega tarde equivale, en los hechos, a la ausencia de tutela. El problema que se busca resolver 1El artículo 19, N° 10, inciso tercero, de la Constitución Política dispone: “Los padres tienen el derecho preferente y el deber de educar a sus hijos. Corresponderá al Estado otorgar especial protección al ejercicio de este derecho.” El inciso cuarto extiende un mandato análogo a la comunidad en general, a la que corresponde contribuir al desarrollo y perfeccionamiento de la educación. 2El mandato de “especi",,,,pending,
18509-35,19192,2026-07-21,parlamentario,35,"Modifica la ley N°20.422, sobre igualdad de oportunidades e inclusión social de personas con discapacidad, para especificar el deber de señalización auditiva de estaciones y paradas en los servicios de transporte público",ingreso_proyecto,rica,10865,"ANTECEDENTES 1. S ITUACIÓN DE LAS PERSONAS CON DISCAPACIDAD EN C HILE Según el CENSO 2024, en Chile el 11,1% de la población tiene discapacidad, equivalente a 1.950.388 personas de 5 años o más . 1 Por su parte, las estadísticas desagregadas por dificultad indican que de ellas, 908.712 personas presentan dificultad para caminar o subir escaleras, 847.000 manifiestan dificultades para ver incluso si llevan lentes y 498.237 señalan tener dificultades para recordar o concentrarse. 2 A su vez, de acuerdo con la III Encuesta Nacional sobre Discapacidad, una de cada dos personas adultas con discapacidad en Chile declara que el transporte público le resulta difícil o muy difícil de utilizar, cifra que es cinco veces mayor a la registrada en personas sin discapacidad (10,0%). El propio estudio concluye expresamente que en la población adulta “las barreras se presentan principalmente en el uso del transporte público, servicios 2 Ciudad accesible. Censo 2024 y discapacidad – Chile. 2025. [en línea] https://www.ciudadaccesible.cl/censo-2024-y-discapacidad-chile/ [consulta: 28 de junio de 2026] 1 Servicio Nacional de la Discapacidad. SENADIS presenta los principales resultados del CENSO 2024 respecto a la población con discapacidad. 2025. [en línea] https://www.senadis.gob.cl/sala_prensa/d/noticias/9568/senadis-presenta-los-principales-result ados-del-censo-2024-respecto-a-la-poblacion-con-discapacidad [consulta: 26 de junio de 2026] 21-07-2026 20:19 de salud, comercios y tiendas, y espacios públicos”, ubicando al transporte público en el primer lugar de los ámbitos identificados como barrera 3 . La investigación concluye asimismo que en el caso de niñas y niños “las principales barreras corresponden al uso del transporte público, lugares para participar en la comunidad o con otras niñas y niños, y sentirse respetados por otras niñas y niños” 4 , confirmando que la dificultad de uso del transporte público afecta a las personas con discapacidad a lo largo de todo el ciclo vital. 2. R EGULACIÓN INTERNACIONAL SOBRE ACCESIBILIDAD DE PERSONAS CON DISCAPACIDAD El 13 de diciembre de 2006, la Asamblea General de las Naciones Unidas adoptó la Convención sobre los Derechos de las Personas con Discapacidad (“Convención”) y su Protocolo Facultativo, cuya promulgación en nuestro país se realizó en el año 2008. El propósito de la Convención es promover, proteger y asegurar el goce pleno y en condiciones de igualdad de todos los derechos humanos y libertades fundamentales por parte de todas las personas con discapacidad , así como promover el respeto de su dignidad inherente. En v",,,,pending,
18516-18,19195,2026-07-24,parlamentario,18,"Modifica la ley N°16.618, de menores, para disponer la resolución inmediata de solicitudes de autorización de salida del país en caso de negativa de deudores de pensiones de alimentos",ingreso_proyecto,rica,5148,"FUNDAMENTOS El derecho de Familia es esencialmente dinámico, lo que implica que va variando a medida que pasa el tiempo y es por ello que nuestra legislación tiene el deber y la obligación de adaptarse oportunamente a dichas transformaciones. A pesar de todos los cambios que hemos vivido y evidenciado, hay algo que lamentablemente no cambia, persistiendo como una problemática estructural y esto es, el gran numero de deudores del pago de Pensión de Alimentos. Así las cosas, según datos del Registro Nacional de Deudores de Pensión de Alimentos, -del Registro Civil e Identificación- a febrero de 2025, señalaba que el numero de deudores superaba los 238 mil a nivel nacional1. Y a finales de 2025 e inicios de 2026, el Registro supera los 295 mil deudores2. 1 https://www.elmostrador.cl/noticias/pais/2025/02/11/registro-nacional-de-deudores-suma- mas-de-238-mil-inscritos-el-96-son-hombres/ 2 https://www.latercera.com/nacional/noticia/a-tres-anos-del-registro-de-deudores-7-de-cada-10- personas-regularizaron-su- pension/#:~:text=A%20tres%20a%C3%B1os%20de%20su%20creaci%C3%B3n%2C%20el,de%20 un%20aumento%20sostenido%20en%20el%20cumplimiento. 24-07-2026 20:57 No obstante, existir esa gran cantidad de deudores del Pago de Pensión Alimenticia, igualmente la normativa vigente continúa exigiendo la autorización de ambos padres para que los niños, niñas y adolescentes puedan salir del país. Y si bien, contempla la posibilidad de obtener autorización judicial en caso de negativa injustificada, en la práctica ello implica la tramitación de un procedimiento que puede extenderse por semanas o incluso meses. Actualmente, el artículo 49 de la Ley N° 16.618 regula la salida del país de niños, niñas y adolescentes, exigiendo la autorización de ambos padres o, en su defecto, una autorización judicial. Esta última alternativa suele generar un perjuicio directo para el niño, niña o adolescente, especialmente cuando el otro progenitor se encuentra ausente, se opone sin justificación razonable o mantiene una deuda vigente por concepto de pensión de alimentos. En tales casos, la demora judicial puede traducirse en la pérdida de oportunidades relevantes, tales como viajes familiares, actividades deportivas, actividades educativas o instancias recreativas, afectando su desarrollo integral. En consecuencia, se hace necesario establecer un mecanismo expedito que permita al juez resolver de manera inmediata estas solicitudes cuando exista un incumplimiento objetivo de las obligaciones alimenticias, evitando dilaciones innecesarias y resguardando el interés superior del niño, niña o adolesce",,,,pending,
18525-06,19205,2026-08-04,ejecutivo,06,"Modifica la ley N° 21.802, que fortalece la institucionalidad municipal en materia de seguridad pública y prevención del delito",texto_mensaje,rica,17467,"MENSAJE DE S.E. EL PRESIDENTE DE LA REPÚBLICA CON EL QUE SE INICIA UN PROYECTO DE LEY QUE MODIFICA LA LEY N° 21.802 QUE FORTALECE LA INSTITUCIONALIDAD MUNICIPAL EN MATERIA DE SEGURIDAD PÚBLICA Y PREVENCIÓN DEL DELITO, CON EL OBJETO DE DIFERIR LA ENTRADA EN VIGENCIA DE CIERTAS DISPOSICIONES Y EXCLUIR AL PERSONAL DE SEGURIDAD DEL LÍMITE DE GASTO ANUAL. _________________________________ Santiago, 04 de agosto de 2026 M E N S A J E Nº 125-374/ A S.E. EL PRESIDENTE DE LA H. CÁMARA DE DIPUTADOS Honorable Cámara de Diputados: En uso de mis facultades constitucionales, tengo el honor de someter a vuestra consideración el siguiente proyecto de ley que modifica la ley N° 21.802, que fortalece la institucionalidad municipal en materia de seguridad pública y prevención del delito. I. ANTECEDENTES Aun cuando el diseño institucional chileno haya radicado formal e históricamente el monopolio del uso de la fuerza y el mantenimiento del orden público en las policías y en la Administración Central, las municipalidades han ido tomado un rol relevante en esta materia. En efecto, las municipalidades han debido asumir crecientemente labores relacionadas con la prevención del delito, patrullaje preventivo, fiscalización territorial, recuperación de espacios públicos, televigilancia, apoyo operativo a las policías y coordinación comunitaria. Lo anteriormente descrito explica la dictación de la ley N° 21.802, que modifica la ley N° 18.695, Orgánica Constitucional de Municipalidades, y otros cuerpos legales, con el objeto de fortalecer la institucionalidad municipal en materia de seguridad pública y prevención del delito, conocida públicamente como “Ley de Seguridad Municipal”. Si bien, el legislador ha fortalecido las competencias municipales en materia de seguridad pública, el marco jurídico vigente presenta contradicciones estructurales que deben ser corregidas. La arquitectura normativa actual exige que las remuneraciones del personal de seguridad municipal contratado conforme al Código del Trabajo se incorporen íntegramente al cálculo del gasto en personal. Esto implica que tales remuneraciones se deben contemplar para efectos de calcular la limitación prevista en el inciso final del artículo 2° de la ley N° 18.883, Estatuto Administrativo para Funcionarios Municipales. De acuerdo con esta disposición, existe un límite del gasto anual en personal no puede exceder del 42% de sus ingresos propios, según lo dispuesto en el inciso final del artículo 2° del referido cuerpo legal. La consecuencia de lo anterior es que numerosas municipalidades se verían envueltas en un problema de",,,,pending,
18539-21,19228,2026-08-04,parlamentario,21,"Modifica diversos cuerpos legales, con el objeto de tipificar nuevos delitos en el sector pesquero y de regular técnicas especiales de investigación",ingreso_proyecto,rica,15830,"Boletín N° 18.539-21 Proyecto de ley iniciado en moción de los Honorables Senadores señora Núñez, y señores Calisto, Flores, Kuschel y Moreira, que modifica diversos cuerpos legales, con el objeto de tipificar nuevos delitos en el sector pesquero y de regular técnicas especiales de investigación. FUNDAMENTOS La pesca ilegal constituye una de las principales amenazas para la conservación de los recursos hidrobiológicos, la sostenibilidad de las pesquerías y el desarrollo de quienes ejercen la actividad conforme a la ley. Sus efectos trascienden el ámbito ambiental y econ ómico, afectando la recaudación fiscal, distorsionando la competencia, debilitando la confianza en los sistemas de trazabilidad y favoreciendo la consolidación de organizaciones criminales que operan mediante estructuras empresariales, logísticas y financi eras cada vez más sofisticadas. La experiencia demuestra que las organizaciones dedicadas a esta actividad no limitan su intervención a la extracción ilegal de recursos. El verdadero beneficio económico se obtiene cuando éstos son incorporados al mercado formal mediante mecanismos destin ados a aparentar un origen lícito. La utilización de documentación adulterada, la manipulación de registros de trazabilidad, la mezcla de productos legales e ilegales, el uso de sociedades instrumentales y la simulación de operaciones comerciales constituy en prácticas reiteradas que dificultan la identificación del origen de los recursos y permiten que éstos ingresen a cadenas de comercialización nacionales e internacionales. La legislación vigente sanciona diversas conductas asociadas a la pesca ilegal y contempla delitos relacionados con la comercialización de recursos obtenidos ilícitamente. Sin embargo, no existe una figura penal que sancione de manera específica y autónoma las operaciones posteriores destinadas a legitimar dichos recursos mediante su incorporación al circuito económico formal. Ese vacío normativo reduce la capacidad del Estado para perseguir a quienes organizan, financian o facilitan estas estructuras, concentrando la respuesta penal principalmente en los autores de la extracción o comercialización directa. Esta realidad exige avanzar desde un enfoque centrado exclusivamente en la actividad extractiva hacia una estrategia que abarque toda la cadena económica del delito. La persecución moderna del crimen organizado no se dirige únicamente contra quien obtiene ilícitamente un recurso, sino también contra quienes permiten su circulación, financiamiento, ocultamiento y aprovechamiento económico mediante estructuras destinadas a dificu",,,,pending,
18543-35,19220,2026-08-04,parlamentario,35,Fomenta el acceso y participación de personas mayores en actividades económicas,ingreso_proyecto,rica,29186,"ANTECEDENTES GENERALES En los últimos años, Chile ha consolidado avances legislativos orientados a la protección de las personas mayores. De hecho, recientemente, un avance sustantivo se materializó a través de la Ley N° 21.822 [Ley Integral de la Personas Mayores y de Promoción del Envejecimiento Digno, Activo y Saludable] para promover el envejecimiento positivo, el cuidado integral de las personas mayores, y el fortalecimiento de la institucionalidad que los protege. Dicho cuerpo legal, no solo moderniza la estructura administrativa del Servicio Nacional del Adulto Mayor (Senama), sino que establece un catálogo de derechos específicos diseñados para otorgar un resguardo legal, efectivo y ajustado a la realidad de este grupo etario. Entre los pilares fundamentales que esta norma robustece, destacan las siguientes: a) Igualdad y no discriminación: La eliminación de cualquier distinción arbitraria basada estrictamente en la edad. b) Dignidad en el trato: El reconocimiento del derecho a un trato digno, respetuoso y a la atención preferente en diversos ámbitos. 04-08-2026 20:18 2 c) Autonomía e independencia: El fortalecimiento de la capacidad de decisión de las personas mayores sobre sus propios proyectos de vida. d) Acceso a la Justicia: La implementación de un nuevo procedimiento en la Ley de Tribunales de Familia y una definición más precisa del abandono social, permitiendo una respuesta jurisdiccional más ágil y sensible frente a vulneraciones. Por otra parte, nuestro país ha ratificado compromisos internacionales para elevar los estándares de Derechos Humanos relacionados con esta población. Así, el desarrollo legislativo nacional no ha sido un esfuerzo aislado, sino que responde a la suscripción de Chile a instrumentos legales internacionales. Por ejemplo, en el año 2017, nuestro país ratificó la Convención Interamericana sobre la Protección de los Derechos Humanos de las Personas Mayores, la cual es una norma que hoy nos impone obligaciones ineludibles para el Estado. Bajo este marco legal internacional, Chile ha asumido —entre otras cosas — el compromiso de: a) Reconocer y garantizar los derechos fundamentales de las personas mayores en las políticas, planes y programas. b) Identificar y eliminar las barreras que impiden una participación económica y social plena. c) Prevenir, sancionar y erradicar el aislamiento, abandono, hacinamiento, negación de nutrición, entre otros malos tratos. 04-08-2026 20:18 3 d) Promover instituciones públicas especializadas en la protección y promoción de los derechos de la persona mayor y su desarrollo integral. e) A",,,,pending,
18546-34,19229,2026-08-04,parlamentario,34,"Modifica diversos cuerpos legales, con el objeto de regular la gestación por subrogación altruista",ingreso_proyecto,rica,35085,"Boletín N° 18.546-34 Proyecto de ley, iniciado en Moción de los Honorables Senadores señoras Carvajal, Astudillo, Campillai y Vodanovic, y señor Castro, que modifica diversos cuerpos legales, con el objeto de regular la gestación por subrogación altruista. I. MENSAJE 1. Antecedentes y necesidad de legislar La gestación por subrogación plantea una realidad humana y jurídica que el ordenamiento chileno ya no puede seguir tratando mediante el silencio. Personas con infertilidad, ausencia o lesión uterina, enfermedades que hacen médicamente desaconsejable una ge stación, parejas de hombres y personas solas con impedimentos funcionales para procrear recurren a esta técnica dentro o fuera del país. La falta de reglas no impide que estos procesos ocurran: únicamente los desplaza hacía soluciones privadas, desiguales y, en ciertos casos, transfronterizas, sin garantías suficientes para la persona gestante, para quienes han expresado la voluntad de asumir la parentalidad y, especialmente, para el niño o niña que nace. En 2018 presentamos una iniciativa destinada a regular esta materia. Desde entonces, Chile ha experimentado cambios jurídicos y sociales relevantes. La ley N° 21.400 reconoció el matrimonio igualitario y adecuó el régimen de filiación; el artículo 182 del Código Civil dispone hoy que la filiación del hijo nacido mediante técnicas de reproducción humana asistida queda determinada respecto de las dos personas que se hayan sometido a ellas. Sin embargo, esa regla no resuelve el supuesto específico en que quien gesta no es quien manifiesta la voluntad procreacional ni pretende asumir la filiación. Tampoco existe una ley general que establezca condiciones de acceso, estándares de consentimiento, controles sanitarios, reglas sobre gastos y seguros, ni una vía clara y previa para determinar la filiación. Esta omisión genera incertidumbre. Deja sin respuesta preguntas esenciales: cómo asegurar que el consentimiento de la gestante sea libre y no esté condicionado por necesidad económica; qué gastos pueden reembolsarse; quién decide sobre las actuaciones médi cas durante el embarazo; cómo se protege la autonomía corporal de la gestante; cómo se evita la intermediación comercial; y cómo se garantiza, desde el nacimiento, la identidad y responsabilidad parental respecto del niño o niña. 2. Infertilidad, impedimentos funcionales y derechos reproductivos El doctor Fernando Zegers Hochschild ha sostenido ante la Comisión de la Mujer y Equidad de Género del Senado que la infertilidad es una enfermedad del sistema reproductivo y puede constituir una discapacidad o i",,,,pending,
18549-15,19231,2026-08-04,parlamentario,15,"Modifica la Ley de Tránsito, con el objeto de establecer nuevo requisito para obtener la licencia de conducir",ingreso_proyecto,rica,2733,"Boletín N° 18.549-15 Proyecto de ley, iniciado en Moción de las Honorables Senadoras señoras Flores, Gatica y Núñez, que modifica la Ley de Tránsito, con el objeto de establecer nuevo requisito para obtener la licencia de conducir. Exposición de motivos. La Ley N° 18.290, de Tránsito, cuyo texto refundido, coordinado y sistematizado, se contiene en el Decreto con Fuerza de Ley N° 1 de 2009, contempla en su Título I, el artículo 13, que establece los requisitos generales que d eben reunir los postulantes a obtener licencia de conducir, las que se clasifican en Licencia Profesional, Licencia No Profesional Clase B, Licencia No Profesional Clase C, Licencia Especial Clase D, Licencia Especial Clase E y Licencia Especial Clase F. En el número 1. - de dicha disposición se establece que el respectivo postulante a obtener dicho documento habilitante para conducir, debe acreditar idoneidad moral, física y psíquica. Por su parte, el artículo 14 del mismo cuerpo legal, contempla la forma d e acreditar los requisitos para obtener cada una de las licencias antes mencionadas. En lo que se refiere a la idoneidad física y psíquica, ésta se acredita mediante un certificado expedido por el médico del Departamento de Tránsito y Transporte Municipal respectivo. Sin embargo, no exige la referida ley la obligatoriedad de consignar en las mencionadas licencias de conducir, el grupo sanguíneo a que pertenecen sus titulares, antecedente que en nuestro concepto resulta de vital importa ncia cuando el respectivo conductor se ve involucrado en accidentes de tránsito, con resultado de lesiones, que en muchas oportunidades requieren de intervenciones quirúrgicas con sus consiguientes transfusiones, para cuyo efecto se requiere conocer previamente el grupo sanguíneo correspondiente. En tal virtud, se hace necesario, a nuestro juicio, modificar el artículo 13 ya citado, a fin de que sea obligatorio que cada persona que postule a obtener licencia de conducir, deba acreditar el grupo de sangre a que pertenece. En mérito a las consideraciones que anteceden, sometemos a la aprobación del Senado, el siguiente PROYECTO DE LEY: Artículo único: Introdúzcanse las siguientes modificaciones a la Ley N° 18.290, de Tránsito: a) En su artículo 13, número 1. - agréguese a continuación de la palabra psíquica, la siguiente oración: ""y el grupo de sangre a que pertenece"". b) En su artículo 14, letra A), N° 2 o, letra a), a continuación de la palabra ""psíquica"", intercálese la siguiente oración: ""y el grupo de sangre correspondiente,"" c) En su artículo 14, letra B), N° 2o, a continuación de la palabra """,,,,pending,
18550-36,19233,2026-08-04,parlamentario,36,"Modifica la ley N° 20.066, con el objeto de establecer entrevistas videograbadas en resguardo de las víctimas de violencia intrafamiliar",ingreso_proyecto,rica,3631,"Boletín N° 18.550-36 Proyecto de ley, iniciado en Moción de las Honorables Senadoras señoras Flores, Gatica y Núñez, que modifica la ley N° 20.066, con el objeto de establecer entrevistas videograbadas en resguardo de las víctimas de violencia intrafamiliar. Exposición de motivos. La ley 21.057, regula las entrevistas grabadas en video y, otras medidas de resguardo a menores de edad, víctimas de delitos sexuales. El objeto principal de este cuerpo legal, es, como lo señala su artículo 1o, “prevenir la victimización secundaria de niños, niñas y adolescent es"", que hayan sido víctimas de los delitos sexuales, que la misma norma enumera. Por su parte, el artículo 2o de la misma ley, prescribe que “mediante la prevención de la victimización secundaria se busca evitar toda consecuencia negativa que puedan sufrir los niños, niñas y adolescentes con ocasión de su interacción, en calidad de víctimas con las personas o instituciones que intervienen en las etapas de denuncia, investigación y juzgamiento de los delitos en el inciso anterior”. La victimización es el proceso por el cual una persona o colectivo sufre las consecuencias de un acto traumático o delictivo. Los expertos la dividen en tres tipos principales: Victimización primaria: Es el daño físico, psicológico o económico directo e indirecto que sufre la persona a raíz del delito. Por ejemplo, sufrir un asalto. Victimización secundaria: Conocida como revictimización. Es el sufrimiento o desgaste psicológico adicional que padece la víctima al interactuar con el sistema legal, policial o médico, debido a un trato insensible o a la necesidad de rememorar los hechos constantemente. Victimización terciaria: Se refiere al impacto o estigmatización que recae sobre el entorno de la víctima (familia o amigos), sobre la sociedad en general, o incl uso sobre el propio delincuente. Muchas personas recrean y reviven repetidamente el trauma en su vida actual. En los casos de delitos sexuales que pueden sufrir los niños, niñas y adolescentes, se ha establecido la prevención de la revictimización, mediant e las entrevistas videograbadas, que se contemplan en el numeral 2 de su Título II, “Denuncia, entrevista investigativa videograbada y declaración judicial”, de la ley N° 21.057, como ya se expuso. Resulta indudable que las víctimas de violencia intrafamiliar, están altamente expuestas a sufrir revictimización o victimización secundaria, por lo que estimamos que en las causas por todas las formas y manifestaciones de violencia que se ejercen dentro del espacio doméstico, de las familias y de las relaciones de pareja, co",,,,pending,
18551-04,19227,2026-08-05,ejecutivo,04,"Modifica la ley N° 21.040, que crea el sistema de educación pública, con la finalidad de ajustar la segunda etapa de instalación y el traspaso de los servicios locales de educación",ingreso_proyecto,rica,27936,"Boletín N° 18.551-04 Mensaje de S.E. el Presidente de la República con el que inicia un proyecto de ley que modifica la ley N° 21.040, que crea el sistema de educación pública , con la finalidad de ajustar la segunda etapa de instalación y el traspaso de los servicios locales de educación. Santiago, 05 de agosto de 2026 M E N S A J E N° 127-374/ Honorable Senado: En uso de mis facultades constitucionales, tengo el honor de someter a vuestra consideración un proyecto de ley que modifica la Ley N°21.040, que Crea el Sistema de Educación Pública , con la finalidad de ajustar la segunda etapa de instalación y el traspaso de los servicios locales de educación. I. ANTECEDENTES La ley N° 21.040 , publicada en 2017, creó un Sistema de Educación Pública, estructurado en 70 Servicios Locales de Educación Pública ( “SLEP”), que fueron diseñados para asumir progresivamente la administración de los establecimientos educacionales que hasta entonces eran gestionados por 345 municipios. Dada la envergadura de la transformación institucional requerida, se definió una transición gradual, que fue concebida como una condición necesari a para poder crear correctamente los nuevos organismos públicos, conformar sus equipos, habilitar sistemas administrativos y financieros y preparar las condiciones A S.E. LA PRESIDENTA DEL H. SENADO 2 para el traspaso de establecimientos, trabajadores, bienes y obligaciones, entre otros. Así también, en el proceso de implementación de la ley , se han debido ir incorporando mecanismos y destinando recursos para financiar deudas y déficits que se fueron identificando y profundizando como consecuencia de la misma reforma y de los incentivos que ese propio mecanismo de cobertura generó1. Para dicha gradualidad, la ley N° 21.040 distinguió, dos etapas de instalación de los nuevos SLEP: una primera etapa , de once Servicios Locales, que debían instalarse entre 2018 y 2020, y una segunda etapa para los cincuenta y nueve SLEP restantes, cuyo calendario original concentraba la instalación de quince servicios en 2022, quince en 2023, quince en 2024 y catorce en 2025. El diseño incorporó, asimismo, un mecanism o de flexibilidad para poder ajustar el calendario cuando las circunstancias advertidas durante la implementación lo justificaran. Para ello, se facultó al Presidente de la República para modificar el calendario mediante decreto fundado del Ministerio de Educación, suscrito también por el Ministro de Hacienda. En caso de que, por razones fundadas, fuera necesario extender el proceso más allá de 2025, el decreto debía contar, además, con el informe ",,,,pending,
18554-36,19236,2026-08-05,parlamentario,36,"Modifica diversos cuerpos legales, con el objeto de otorgar protección a los niños y niñas abandonados en establecimientos de salud",ingreso_proyecto,rica,20610,"Boletín N° 18.554-36 Proyecto de ley, iniciado en Moción de la Honorable Senadora señora Astudillo, que modifica diversos cuerpos legales, con el objeto de otorgar protección a los niños y niñas abandonados en establecimientos de salud. 1. Fundamentos. En términos fenomenológicos, el hospitalismo se convirtió en un símbolo del daño que la atención institucional a largo plazo causaba a los niños. Quienes documentaron dicho daño sostuvieron que los vínculos emocionales específicos en las primeras etapas de la vida son cruciales para que los niños se normalizaran1. Así, en orfanatos y asilos infantiles, instituciones similares a hospitales que dieron nombre al hospitalismo, investigadores y médicos observaron una serie de comportamientos similares al autismo en niños pequeños, desde la apatía y la indiferencia hasta el desgaste y el mecerse. Estos peligros, a menudo revelados en las primeras semanas y meses de vida, no esta ban relacionados con el saneamiento deficiente, la desnutrición ni las enfermedades epidémicas, amenazas claramente vinculadas a las altas tasas de mortalidad infantil. Los niños hospitalizados podían estar bien nutridos, limpios y libres de infecciones. I ncluso podían tener acceso a las tecnologías más avanzadas disponibles en atención hospitalaria neonatal y pediátrica. Sin embargo, mostraban signos inquietantes. El hospitalismo animó a los investigadores a interpretar el desarrollo como un proceso desigual que combinaba lo normal y lo anormal. Esto hizo posible que los bebés con cuerpos sanos se enfrentaran a importantes riesgos cognitivos e inspiró la atención sostenida más temp rana al desarrollo emocional en la infancia, incluso a fines del siglo XIX como expresa el autor citado: “The causes for this condition of things are numerous. Some are clearly apparent, and may be easily remedied ; others are obscure, and in actual experience are very difficult to correct. During recent years there has been a remarkable multiplication of hospitals for infants and children. The desire 1 Floyd M. Crandall, “Editorial: Hospitalismo”, Archivos de Pediatría y Medicina Adolescente 14, no. 6 (junio de 1897):448-54. on the part of the charitable to provide for the shelter and care of sick babies is a most worthy one. No class of invalids appeals more strongly to the sympathies than do these helpless little sufferers. But it has been the sad fortune of many such benevolent givers to be seriously disappointed in the results, when viewed by the death rate alone. It is difficult for them to understand why infants placed in comfortable and beautiful sur",,,,pending,
18555-17,19237,2026-08-05,parlamentario,17,"Modifica la ley N° 20.405, del Instituto Nacional de Derechos Humanos, para incorporar la figura de los observadores de derechos humanos acreditados",ingreso_proyecto,rica,4199,"Boletín N° 18.555-17 Proyecto de ley, iniciado en Moción de la Honorable Senadora señora Campillai, que modifica la ley N° 20.405, del Instituto Nacional de Derechos Humanos, para incorporar la figura de los observadores de derechos humanos acreditados. I. Idea Matriz Habilitar al Instituto Nacional de Derechos Humanos para ampliar la capacidad de observación de derechos humanos del Instituto mediante la incorporación de abogados externos debidamente acreditados. II. Fundamentos La Ley N° 20.405, que crea el Instituto Nacional de Derechos Humanos, establece dentro de las atribuciones de dicho organismo la posibilidad de comisionar a consejeros, al Director o a su personal para ingresar a recintos públicos donde una persona esté o pueda estar privada de libertad. Esta facultad ha permitido al Instituto desarrollar labores de observación y monitoreo respecto de las condiciones de detención y del respeto de los derechos fundamentales de las personas privadas de libertad. En los últimos años, las necesidades de observación y monitoreo de derechos humanos en contextos de privación de libertad han adquirido una creciente relevancia. Según las estadísticas oficiales del Instituto Nacional de Estadísticas, durante el año 2024 las policías registraron 291.280 personas detenidas en el país, de las cuales 261.392 correspondieron a detenciones practicadas por Carabineros de Chile y 29.888 a detenciones practicadas por la Policía de Investigaciones de Chile. Asimismo, de acuerdo con las estadísticas de Gendarmería de Chile, al 30 de junio de 2025 existían 63.276 personas privadas de libertad, cifra que representa un aumento superior al veinte por ciento respecto de diciembre de 2023, cuando la población penal ascendía a 52.525 personas. Por su parte, el Informe Anual 2024 del Instituto Nacional de Derechos Humanos dio cuenta de la existencia de grupos especialmente vulnerables al interior de los recintos penitenciarios, identificando 4.477 mujeres privadas de libertad, de las cuales 70 se encontraban embarazadas y 136 niños y niñas lactantes residían junto a sus madres en establecimientos penitenciarios. Las crecientes necesidades de observación y monitoreo de derechos humanos en contextos de privación de libertad, sumadas a la extensión territorial del país y a la simultaneidad de procedimientos de detención que pueden requerir la presencia del instituto Nacional de Derechos Humanos, hacen aconsejable ampliar las herramientas de que dispone dicho organismo para el cumplimiento de sus funciones. En este contexto, se estima necesario crear un mecanismo que permita amp",,,,pending,
