boletin,titulo,origen_iniciativa,comision_origen_proxy,comisiones_tramitacion,topic_primary,topic_secondary,method,confidence,needs_review,review_reason,evidence,taxonomy_version,auto_topic_primary,auto_topic_secondary,reviewer,review_rationale,reviewed_at
18397-07,"Regula el régimen de responsabilidad de organizadores, convocantes y promotores de manifestaciones públicas y modifica el Código Penal en materia de daños en bienes públicos o privados con motivo, ocasión o en contexto de su realización",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento | Seguridad Ciudadana",Seguridad,Constitución y justicia,institucional_trayectoria,0.94,0,,"comision_origen_transversal=Constitución, Legislación, Justicia y Reglamento || comision_sustantiva=Seguridad Ciudadana",institutional-hybrid-v0.3,Seguridad,Constitución y justicia,,,
18398-06,"Modifica la ley N° 18.695, orgánica constitucional de Municipalidades, en materia de descanso maternal prenatal y postnatal de las concejalas",parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18399-06,Declara feriado regional el 10 de agosto de los años 2026 y 2027 en reemplazo de los feriados que indica,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18400-01,"Establece medidas a favor de la seguridad de las personas y la protección de la biodiversidad y la fauna local, por medio del control de los perros asilvestrados o ferales",parlamentario,"Agricultura, Silvicultura y Desarrollo Rural","Agricultura, Silvicultura y Desarrollo Rural",Agricultura y mundo rural,,institucional_destinacion,0.97,0,,"comision_origen=Agricultura, Silvicultura y Desarrollo Rural",institutional-hybrid-v0.3,Agricultura y mundo rural,,,,
18368-07,"Interpreta el artículo 226 U del Código Procesal Penal, en materia de valoración de la prueba testimonial de personas con identidad reservada",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:18.00 || score_2=Derechos humanos:4.50",institutional-hybrid-v0.3,Constitución y justicia,,,,
18372-25,"Modifica la ley N° 21.659, sobre seguridad privada, con el objeto de excluir a las festividades religiosas de las reglas dispuestas para la realización de eventos masivos",parlamentario,Seguridad Ciudadana,Seguridad Ciudadana,Seguridad,,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,,,,
18377-06,"Modifica la ley N° 21.325, de migración y extranjería, en materia de requisitos en procedimientos de reunificación familiar que involucren a niños, niñas y adolescentes",parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18379-15,"Modifica la Ley General de Telecomunicaciones, con el objeto de establecer un número telefónico para la comunicación de emergencia viales",parlamentario,Transportes y Telecomunicaciones,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,,institucional_destinacion,0.97,0,,comision_origen=Transportes y Telecomunicaciones,institutional-hybrid-v0.3,Transportes y telecomunicaciones,,,,
18402-33,"Modifica el Código de Aguas para fortalecer la protección de nacientes, vertientes y cabeceras de cuenca",parlamentario,Recursos Hídricos y Desertificación,Recursos Hídricos y Desertificación,Agua y recursos hídricos,,institucional_destinacion,0.97,0,,comision_origen=Recursos Hídricos y Desertificación,institutional-hybrid-v0.3,Agua y recursos hídricos,,,,
18403-24,Aumenta penalidad en delitos contra monumentos nacionales,parlamentario,"Cultura, Artes y Comunicaciones","Cultura, Artes y Comunicaciones",Cultura y comunicaciones,,institucional_destinacion,0.97,0,,"comision_origen=Cultura, Artes y Comunicaciones",institutional-hybrid-v0.3,Cultura y comunicaciones,,,,
18405-25,Autoriza administrativamente controles policiales preventivos en situaciones que indica,parlamentario,Seguridad Ciudadana,Seguridad Ciudadana,Seguridad,,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,,,,
18459-05,"Prohíbe establecer como hecho gravado, base imponible o elemento constitutivo de la obligación tributaria una conducta ilícita o constitutiva de delito",parlamentario,Hacienda,Hacienda,Economía y hacienda,Constitución y justicia,revision_semantica,0.97,0,,origen=Hacienda || score_1=Economía y hacienda:6.00 || score_2=Agricultura y mundo rural:0.00,institutional-hybrid-v0.3,Economía y hacienda,,modelo_lenguaje_piloto,"Regula qué puede constituir hecho gravado, base imponible u obligación tributaria; el vínculo con conductas ilícitas introduce una dimensión jurídica secundaria.",2026-09-02
18408-25,Modifica leyes que indica para permitir la homologación del servicio militar en los procesos de formación e ingreso institucional de Carabineros de Chile y Gendarmería de Chile,parlamentario,Seguridad Ciudadana,Seguridad Ciudadana | Defensa Nacional,Seguridad,Defensa,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,Defensa,,,
18409-03,"Modifica el artículo 38 de la Ley General de Bancos, incorporando nuevas exigencias en materia de seguridad y autenticación para las personas que realicen trámites presenciales ante instituciones bancarias del país",parlamentario,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",,institucional_destinacion,0.97,0,,"comision_origen=Economía, Fomento, MIPYMES, Consumidores y Turismo",institutional-hybrid-v0.3,"Economía, comercio y consumidores",,,,
18378-18,Fortalece el ejercicio de la responsabilidad parental,ejecutivo,"Familia, Infancia y Adolescencia","Familia, Infancia y Adolescencia","Familia, infancia y adolescencia",,institucional_destinacion,0.97,0,,"comision_origen=Familia, Infancia y Adolescencia",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",,,,
18410-07,Modifica el artículo 60 de la Constitución Política de la República con el objeto de permitir la renuncia al cargo de diputado o senador,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.889,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:10.50 || score_2=Salud:1.50",institutional-hybrid-v0.3,Constitución y justicia,,,,
18411-11,"Modifica la ley N° 19.451, que establece normas sobre trasplante y donación de órganos, para impedir la discriminación en el acceso a esta prestación médica respecto de personas adoptadas, con filiación desconocida o sin vínculos familiares biológicos (Ley Thiare)",parlamentario,Salud,Salud,Salud,,institucional_destinacion,0.97,0,,comision_origen=Salud,institutional-hybrid-v0.3,Salud,,,,
18383-06,"Modifica ley N° 10.336, de organización y atribuciones de la Contraloría General de la República, con el objeto de delimitar el régimen de exclusiva confianza en dicha institución",parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18384-08,Ley de protección tarifaria eléctrica,ejecutivo,Minería y Energía,Minería y Energía,Minería y energía,,institucional_destinacion,0.97,0,,comision_origen=Minería y Energía,institutional-hybrid-v0.3,Minería y energía,,,,
18412-07,"Modifica ley N° 18.415, orgánica constitucional de los Estados de Excepción, con el objeto de introducir el concepto de bienes y servicios esenciales durante su vigencia",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Emergencias y desastres,Constitución y justicia,revision_semantica,0.94,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:9.75 || score_2=Salud:6.75",institutional-hybrid-v0.3,Constitución y justicia,Salud,modelo_lenguaje_revision_completa,Regula bienes y servicios esenciales durante estados de excepción asociados a emergencias y catástrofes; la ley orgánica constitucional es el vehículo normativo.,2026-09-02
18413-07,Modifica la Constitución Política de la República en materia de admisibilidad y efectos de las acusaciones constitucionales,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:18.50 || score_2=Cultura y comunicaciones:2.25",institutional-hybrid-v0.3,Constitución y justicia,,,,
18414-18,Modifica cuerpos legales que indica en materia de notificaciones de medidas cautelares dictadas en procesos de violencia intrafamiliar,parlamentario,"Familia, Infancia y Adolescencia","Familia, Infancia y Adolescencia | Mujeres y Equidad de Género","Familia, infancia y adolescencia",Mujeres y género,institucional_destinacion,0.97,0,,"comision_origen=Familia, Infancia y Adolescencia",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",Mujeres y género,,,
18385-07,"Concede amnistía al personal de las Fuerzas Armadas y de Orden y Seguridad Pública por hechos ejecutados en resguardo del orden público, en el período que indica",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Seguridad,Defensa | Constitución y justicia,hibrido_institucional_texto,0.848,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Seguridad:21.25 || score_2=Defensa:17.50",institutional-hybrid-v0.3,Seguridad,Defensa | Constitución y justicia,,,
18389-04,Faculta a los establecimientos educacionales a implementar un mecanismo de elección mutua en el proceso de admisión escolar,ejecutivo,Educación,Educación | Hacienda,Educación,Economía y hacienda,institucional_destinacion,0.97,0,,comision_origen=Educación,institutional-hybrid-v0.3,Educación,Economía y hacienda,,,
18406-02,"Modifica la ley N° 18.575 orgánica constitucional de Bases Generales de la Administración del Estado, en lo relativo al régimen de protección de derechos fundamentales aplicable al personal de las Fuerzas Armadas y de Orden y Seguridad Pública",parlamentario,Defensa Nacional,Defensa Nacional,Defensa,,institucional_destinacion,0.97,0,,comision_origen=Defensa Nacional,institutional-hybrid-v0.3,Defensa,,,,
18415-18,"Modifica la ley N° 21.663, marco de ciberseguridad, para incorporar los principios de protección a la infancia y adolescencia, restricción etaria e información preventiva en entornos digitales",parlamentario,"Familia, Infancia y Adolescencia","Familia, Infancia y Adolescencia | Ciencia y Tecnología","Familia, infancia y adolescencia",Ciencia y tecnología,institucional_destinacion,0.97,0,,"comision_origen=Familia, Infancia y Adolescencia",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",Ciencia y tecnología,,,
18416-07,Modifica el Código Penal para hacer aplicable la imprescriptibilidad de la acción penal a todos los casos de trata de personas contra víctimas menores de edad y establecer reglas especiales de protección penal,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento","Familia, infancia y adolescencia",Seguridad | Constitución y justicia | Derechos humanos,revision_semantica,0.94,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:9.00 || score_2=Cultura y comunicaciones:6.00",institutional-hybrid-v0.3,Constitución y justicia,Cultura y comunicaciones,modelo_lenguaje_revision_completa,El foco es reforzar la protección penal de víctimas menores de edad frente a trata de personas mediante imprescriptibilidad y reglas especiales; persecución criminal y derechos humanos son dimensiones conexas.,2026-09-02
18417-04,"Modifica la ley N° 21.091, para establecer la obligación de resguardar la seguridad en las instituciones de educación superior",parlamentario,Educación,Educación,Educación,,institucional_destinacion,0.97,0,,comision_origen=Educación,institutional-hybrid-v0.3,Educación,,,,
18418-04,"Refuerza el cumplimiento, por parte de las familias, de las medidas convencionales tendientes a resguardar la protección de la convivencia educativa, la seguridad escolar o la integridad física y psíquica del propio estudiante o de terceros",parlamentario,Educación,Educación,Educación,,institucional_destinacion,0.97,0,,comision_origen=Educación,institutional-hybrid-v0.3,Educación,,,,
18401-31,Entrega un bono extraordinario de apoyo a la niñez,ejecutivo,Desarrollo Social,Desarrollo Social | Hacienda,Desarrollo social,Economía y hacienda,institucional_destinacion,0.97,0,,comision_origen=Desarrollo Social,institutional-hybrid-v0.3,Desarrollo social,Economía y hacienda,,,
18404-13,"Modifica el Código del Trabajo, con el objeto de extender los permisos y el fuero a que tienen derecho los trabajadores en el caso de fallecimiento de familiares",parlamentario,Trabajo y Seguridad Social,Trabajo y Seguridad Social,Trabajo y seguridad social,,institucional_destinacion,0.97,0,,comision_origen=Trabajo y Seguridad Social,institutional-hybrid-v0.3,Trabajo y seguridad social,,,,
18407-25,"Modifica diversos cuerpos legales, con el objeto de agravar las sanciones aplicables en materia de lavado de activos",parlamentario,Seguridad Ciudadana,Seguridad Ciudadana,Seguridad,,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,,,,
18420-25,"Modifica diversos cuerpos legales, con el objeto de fortalecer la seguridad portuaria ante acciones promovidas por el crimen organizado",parlamentario,Seguridad Ciudadana,Seguridad Ciudadana,Seguridad,,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,,,,
18422-06,"Modifica la Ley de Migración y Extranjería, con el objeto de reforzar la trazabilidad de la información referida a niños, niñas y adolescentes extranjeros que ingresan al país",parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18424-07,"Modifica el Código de Procedimiento Civil, con el objeto de establecer la inembargabilidad de determinadas sumas de dinero pertenecientes a deudores de créditos destinados a financiar estudios de educación superior, en las condiciones que indica",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Educación,Constitución y justicia,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Educación:12.50 || score_2=Constitución y justicia:1.00",institutional-hybrid-v0.3,Educación,Constitución y justicia,,,
18425-15,"Modifica la Ley de Tránsito, con el objeto de hacer procedente la aplicación de la medida cautelar de suspensión provisoria de la licencia de conducir, en el caso del delito que indica",parlamentario,Transportes y Telecomunicaciones,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,,institucional_destinacion,0.97,0,,comision_origen=Transportes y Telecomunicaciones,institutional-hybrid-v0.3,Transportes y telecomunicaciones,,,,
18430-07,"Modifica el Código Orgánico de Tribunales, con el objeto de actualizar las reglas de competencia penal respecto de delitos cometidos mediante sistemas informáticos, plataformas tecnológicas u otros medios digitales",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:23.00 || score_2=Economía, comercio y consumidores:9.50",institutional-hybrid-v0.3,Constitución y justicia,,,,
18443-07,Crea el Registro Nacional de Condenados por Delitos Económicos y establece restricciones a beneficios estatales para quienes los cometen,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento | Seguridad Ciudadana",Seguridad,Constitución y justicia,institucional_trayectoria,0.94,0,,"comision_origen_transversal=Constitución, Legislación, Justicia y Reglamento || comision_sustantiva=Seguridad Ciudadana",institutional-hybrid-v0.3,Seguridad,Constitución y justicia,,,
18419-11,"Modifica el Código Sanitario para establecer el deber del médico de informar a la mujer sobre la actividad cardíaca embrionaria o fetal, y de ofrecerle la oportunidad de escucharla, en forma previa a la interrupción del embarazo",parlamentario,Salud,Salud,Salud,,institucional_destinacion,0.97,0,,comision_origen=Salud,institutional-hybrid-v0.3,Salud,,,,
18432-07,"Modifica el Código Penal para delimitar la aplicación del tipo penal de apremios ilegítimos u otros tratos crueles, inhumanos o degradantes, a conductas cometidas por empleados públicos respecto de personas bajo su custodia",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Derechos humanos,Constitución y justicia,revision_semantica,0.97,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:8.25 || score_2=Derechos humanos:2.25",institutional-hybrid-v0.3,Constitución y justicia,,modelo_lenguaje_revision_completa,La iniciativa delimita el delito de apremios ilegítimos y tratos crueles cometidos por funcionarios sobre personas bajo custodia; la protección frente a malos tratos es el núcleo sustantivo.,2026-09-02
18433-04,Modifica diversos cuerpos legales para promover la ciudadanía digital y establecer medidas de prevención y protección frente al daño digital en el sistema escolar,parlamentario,Educación,Educación,Educación,,institucional_destinacion,0.97,0,,comision_origen=Educación,institutional-hybrid-v0.3,Educación,,,,
18444-14,Obliga a instalar detectores de humo en viviendas nuevas como requisito para la recepción final de las obras,parlamentario,"Vivienda, Desarrollo Urbano","Vivienda, Desarrollo Urbano",Vivienda y territorio,,institucional_destinacion,0.97,0,,"comision_origen=Vivienda, Desarrollo Urbano",institutional-hybrid-v0.3,Vivienda y territorio,,,,
18434-07,"Modifica cuerpos legales que indica para sancionar la explotación, facilitación y promoción de servicios sexuales remunerados de terceros",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento | Seguridad Ciudadana",Seguridad,Constitución y justicia,institucional_trayectoria,0.94,0,,"comision_origen_transversal=Constitución, Legislación, Justicia y Reglamento || comision_sustantiva=Seguridad Ciudadana",institutional-hybrid-v0.3,Seguridad,Constitución y justicia,,,
18435-01,"Establece un mecanismo de trazabilidad y control de insumos, maquinaria y bienes críticos rurales",parlamentario,"Agricultura, Silvicultura y Desarrollo Rural","Agricultura, Silvicultura y Desarrollo Rural",Agricultura y mundo rural,,institucional_destinacion,0.97,0,,"comision_origen=Agricultura, Silvicultura y Desarrollo Rural",institutional-hybrid-v0.3,Agricultura y mundo rural,,,,
18421-07,"Modifica diversos cuerpos legales, con el objeto de sancionar la utilización y reclutamiento de menores de edad por parte de asociaciones delictivas y criminales",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento","Familia, infancia y adolescencia",Cultura y comunicaciones | Constitución y justicia,hibrido_institucional_texto,0.807,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Familia, infancia y adolescencia:10.50 || score_2=Cultura y comunicaciones:7.25",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",Cultura y comunicaciones | Constitución y justicia,,,
18423-07,"Concede indulto general en favor de las personas que indica, por hechos acaecidos a contar del día 18 de octubre de 2019",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,Seguridad,hibrido_institucional_texto,0.848,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:12.75 || score_2=Seguridad:9.00",institutional-hybrid-v0.3,Constitución y justicia,Seguridad,,,
18426-07,"Modifica el Código Penal, con el objeto de aumentar la sanción asignada al homicidio simple y modificar reglas de determinación de la pena respecto de los delitos que indica",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:24.00 || score_2=Seguridad:10.25",institutional-hybrid-v0.3,Constitución y justicia,,,,
18447-07,Dispone la invariabilidad normativa de los derechos sociales y laborales que señala,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Trabajo y seguridad social,Constitución y justicia,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Trabajo y seguridad social:22.25 || score_2=Constitución y justicia:4.75",institutional-hybrid-v0.3,Trabajo y seguridad social,Constitución y justicia,,,
18448-25,"Modifica la ley N°18.961, orgánica constitucional de Carabineros de Chile, en cuanto a los procedimientos de evaluación médica que fundamentan retiros de personal",parlamentario,Seguridad Ciudadana,Seguridad Ciudadana | Personas Mayores y Discapacidad,Seguridad,Personas mayores y discapacidad,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,Personas mayores y discapacidad,,,
18449-06,Fortalece las compras públicas locales,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18427-07,"Modifica el artículo 52 de la Carta Fundamental, en materia de procedencia y admisibilidad de las acusaciones constitucionales",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:19.25 || score_2=Trabajo y seguridad social:3.00",institutional-hybrid-v0.3,Constitución y justicia,,,,
18450-01,Establece exigencias mínimas de factibilidad sanitaria y acreditación de derechos de agua en la etapa de subdivisión rural,parlamentario,"Agricultura, Silvicultura y Desarrollo Rural","Agricultura, Silvicultura y Desarrollo Rural",Agricultura y mundo rural,,institucional_destinacion,0.97,0,,"comision_origen=Agricultura, Silvicultura y Desarrollo Rural",institutional-hybrid-v0.3,Agricultura y mundo rural,,,,
18468-13,Fortalece la prevención de riesgos laborales en la industria audiovisual,parlamentario,Trabajo y Seguridad Social,Trabajo y Seguridad Social,Trabajo y seguridad social,,institucional_destinacion,0.97,0,,comision_origen=Trabajo y Seguridad Social,institutional-hybrid-v0.3,Trabajo y seguridad social,,,,
18428-10,"Aprueba el Sexto Protocolo Adicional al Acuerdo de Alcance Parcial sobre Transporte Internacional Terrestre, suscrito en Montevideo, el 4 de agosto de 2025",ejecutivo,Relaciones Exteriores,Relaciones Exteriores,Relaciones exteriores,,institucional_destinacion,0.97,0,,comision_origen=Relaciones Exteriores,institutional-hybrid-v0.3,Relaciones exteriores,,,,
18429-10,"Aprueba el Tratado entre la República de Chile y la República Federativa de Brasil sobre Asistencia Jurídica Mutua en Materia Penal, hecho en Brasilia, el 22 de abril de 2025",ejecutivo,Relaciones Exteriores,Relaciones Exteriores,Relaciones exteriores,,institucional_destinacion,0.97,0,,comision_origen=Relaciones Exteriores,institutional-hybrid-v0.3,Relaciones exteriores,,,,
18431-31,"Modifica la ley N° 21.805, que reconoce el derecho al cuidado y crea el Sistema Nacional de Apoyos y Cuidados, y otros cuerpos normativos que indica",ejecutivo,Desarrollo Social,Desarrollo Social,Desarrollo social,,institucional_destinacion,0.97,0,,comision_origen=Desarrollo Social,institutional-hybrid-v0.3,Desarrollo social,,,,
18453-13,Reconoce equivalencias a la experiencia laboral para promover la inserción laboral de las personas jóvenes,parlamentario,Trabajo y Seguridad Social,Trabajo y Seguridad Social,Trabajo y seguridad social,,institucional_destinacion,0.97,0,,comision_origen=Trabajo y Seguridad Social,institutional-hybrid-v0.3,Trabajo y seguridad social,,,,
18454-11,Prohíbe la venta de bebidas energéticas a menores de dieciocho años,parlamentario,Salud,Salud,Salud,,institucional_destinacion,0.97,0,,comision_origen=Salud,institutional-hybrid-v0.3,Salud,,,,
18455-07,Restringe la sustitución y remisión de sanciones respecto de adolescentes condenados por delitos de especial gravedad,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Seguridad,"Familia, infancia y adolescencia | Constitución y justicia",revision_semantica,0.95,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Familia, infancia y adolescencia:14.00 || score_2=Seguridad:12.00",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",Seguridad | Constitución y justicia,modelo_lenguaje_revision_completa,Restringe beneficios y sustituciones de sanciones para adolescentes condenados por delitos graves con una finalidad explícita de seguridad pública; el régimen penal adolescente es secundario.,2026-09-02
18456-06,Dispone como falta a la probidad la no devolución de remuneraciones percibidas en caso de rechazo de licencia médica,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18457-06,"Modifica el decreto ley N°3.063, de 1979, sobre rentas municipales, para exigir antecedentes penales y regularidad migratoria al personal de barberías y peluquerías",parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18458-07,Facilita el acceso a la justicia a turistas extranjeros víctimas de delitos en el territorio nacional,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,Relaciones exteriores | Seguridad,revision_semantica,0.94,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:11.25 || score_2=Relaciones exteriores:10.25",institutional-hybrid-v0.3,Constitución y justicia,Relaciones exteriores,modelo_lenguaje_revision_completa,La medida busca garantizar acceso efectivo a la justicia a turistas extranjeros víctimas de delitos; condición extranjera y contexto de seguridad son secundarios.,2026-09-02
18460-07,Modifica la Constitución Política para establecer un régimen transitorio de apoyo de las fuerzas armadas a las policías en labores de seguridad pública y combate al crimen organizado,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Seguridad,Defensa | Constitución y justicia,hibrido_institucional_texto,0.884,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Seguridad:27.75 || score_2=Defensa:22.00",institutional-hybrid-v0.3,Seguridad,Defensa | Constitución y justicia,,,
18437-37,Declara el 8 de octubre de cada año como el Día Nacional de Punta Angamos,parlamentario,"Cultura, Patrimonio, Artes, Deportes y Recreación","Cultura, Patrimonio, Artes, Deportes y Recreación","Cultura, patrimonio y deporte",,institucional_destinacion,0.97,0,,"comision_origen=Cultura, Patrimonio, Artes, Deportes y Recreación",institutional-hybrid-v0.3,"Cultura, patrimonio y deporte",,,,
18438-02,"Modifica el decreto ley N° 2.460, de 1979, que dicta Ley Orgánica de Policía de Investigaciones de Chile, con el objeto de autorizar el porte de armas de fuego al personal en retiro que señala",parlamentario,Defensa Nacional,Defensa Nacional,Defensa,,institucional_destinacion,0.97,0,,comision_origen=Defensa Nacional,institutional-hybrid-v0.3,Defensa,,,,
18439-02,"Modifica el decreto ley N°3.356, de 1980, para permitir el porte de armas de fuego al personal en retiro de Carabineros de Chile, en las condiciones que indica",parlamentario,Defensa Nacional,Defensa Nacional,Defensa,,institucional_destinacion,0.97,0,,comision_origen=Defensa Nacional,institutional-hybrid-v0.3,Defensa,,,,
18440-03,"Modifica la ley N° 19.496, que establece normas sobre protección de los derechos de los consumidores, con el objeto de fortalecer el resguardo de los asistentes a eventos públicos ante la modificación de las condiciones ofrecidas por sus organizadores",parlamentario,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",,institucional_destinacion,0.97,0,,"comision_origen=Economía, Fomento, MIPYMES, Consumidores y Turismo",institutional-hybrid-v0.3,"Economía, comercio y consumidores",,,,
